location_code,latitude,longitude,sampleid,time,da_volume_filtered,pda,tda,sample_date,week_start,year,month
HSB,40.72343,-124.2234,SBF_017,2021-01-05 19:50:00+00:00,284.5,0.002430424,0.0,2021-01-05,2021-01-04,2021,1
HSB,40.72343,-124.2234,SBF_018,2021-01-07 17:30:00+00:00,284.5,0.0,0.0,2021-01-07,2021-01-04,2021,1
HSB,40.72343,-124.2234,SBF_019,2021-01-22 16:30:00+00:00,284.5,0.0,0.0,2021-01-22,2021-01-18,2021,1
HSB,40.72343,-124.2234,SBF_020,2021-02-04 18:00:00+00:00,284.5,0.0,0.0,2021-02-04,2021-02-01,2021,2
HSB,40.72343,-124.2234,SBF_021,2021-02-18 22:00:00+00:00,284.5,0.0,0.0,2021-02-18,2021-02-15,2021,2
HSB,40.72343,-124.2234,SBF_022,2021-03-03 18:30:00+00:00,284.5,0.0,0.0,2021-03-03,2021-03-01,2021,3
HSB,40.72343,-124.2234,SBF_023,2021-03-19 14:45:00+00:00,284.5,0.0,0.0,2021-03-19,2021-03-15,2021,3
HSB,40.72343,-124.2234,SBF_024,2021-04-01 19:00:00+00:00,284.5,0.0,0.0,2021-04-01,2021-03-29,2021,4
HSB,40.72343,-124.2234,SBF_025,2021-04-15 18:55:00+00:00,284.5,0.0,0.0,2021-04-15,2021-04-12,2021,4
HSB,40.72343,-124.2234,SBF_026,2021-05-06 17:30:00+00:00,284.5,0.0,0.0,2021-05-06,2021-05-03,2021,5
HSB,40.72343,-124.2234,SBF_027,2021-05-20 17:45:00+00:00,284.5,,,2021-05-20,2021-05-17,2021,5
HSB,40.72343,-124.2234,SBF_028,2021-06-02 17:00:00+00:00,284.5,,,2021-06-02,2021-05-31,2021,6
HSB,40.72343,-124.2234,SBF_029,2021-06-16 18:00:00+00:00,284.5,,,2021-06-16,2021-06-14,2021,6
HSB,40.72343,-124.2234,SBF_030,2021-06-30 21:20:00+00:00,284.5,0.0,0.0,2021-06-30,2021-06-28,2021,6
HSB,40.72343,-124.2234,SBF_031,2021-07-14 19:50:00+00:00,284.5,0.00082948,0.0,2021-07-14,2021-07-12,2021,7
HSB,40.72343,-124.2234,SBF_032,2021-07-28 18:00:00+00:00,284.5,0.0,0.0,2021-07-28,2021-07-26,2021,7
HSB,40.72343,-124.2234,SBF_033,2021-08-04 17:05:00+00:00,284.5,,,2021-08-04,2021-08-02,2021,8
HSB,40.72343,-124.2234,SBF_034,2021-08-18 21:35:00+00:00,284.5,,,2021-08-18,2021-08-16,2021,8
HSB,40.72343,-124.2234,SBF_035,2021-09-01 17:30:00+00:00,284.5,,,2021-09-01,2021-08-30,2021,9
HSB,40.72343,-124.2234,SBF_036,2021-09-15 15:15:00+00:00,284.5,,,2021-09-15,2021-09-13,2021,9
HSB,40.72343,-124.2234,SBF_037,2021-10-01 15:00:00+00:00,284.5,,,2021-10-01,2021-09-27,2021,10
HSB,40.72343,-124.2234,SBF_038,2021-10-08 17:45:00+00:00,284.5,,,2021-10-08,2021-10-04,2021,10
HSB,40.72343,-124.2234,SBF_039,2021-10-25 21:50:00+00:00,284.5,,,2021-10-25,2021-10-25,2021,10
HSB,40.72343,-124.2234,SBF_040,2021-11-08 21:40:00+00:00,284.5,,,2021-11-08,2021-11-08,2021,11
HSB,40.72343,-124.2234,SBF_041,2021-11-19 17:00:00+00:00,284.5,,,2021-11-19,2021-11-15,2021,11
HSB,40.72343,-124.2234,SBF_042,2021-11-29 18:45:00+00:00,284.5,,,2021-11-29,2021-11-29,2021,11
HSB,40.72343,-124.2234,SBF_043,2021-12-10 15:05:00+00:00,284.5,,,2021-12-10,2021-12-06,2021,12
HSB,40.72343,-124.2234,SBF_044,2021-12-23 21:20:00+00:00,284.5,,,2021-12-23,2021-12-20,2021,12
HSB,40.72343,-124.2234,SBF_045,2022-01-10 18:25:00+00:00,284.5,,,2022-01-10,2022-01-10,2022,1
HSB,40.72343,-124.2234,SBF_046,2022-01-25 18:15:00+00:00,284.5,0.0,0.0,2022-01-25,2022-01-24,2022,1
HSB,40.72343,-124.2234,SBF_047,2022-02-08 18:30:00+00:00,284.5,0.0,0.0,2022-02-08,2022-02-07,2022,2
HSB,40.72343,-124.2234,SBF_048,2022-02-23 17:20:00+00:00,284.5,0.0,0.0,2022-02-23,2022-02-21,2022,2
HSB,40.72343,-124.2234,SBF_049,2022-03-07 20:30:00+00:00,284.5,0.0,0.0,2022-03-07,2022-03-07,2022,3
HSB,40.72343,-124.2234,SBF_050,2022-03-21 21:10:00+00:00,284.5,0.0,0.0,2022-03-21,2022-03-21,2022,3
HSB,40.72343,-124.2234,SBF_076,2022-03-29 18:00:00+00:00,284.5,0.0,0.0,2022-03-29,2022-03-28,2022,3
HSB,40.72343,-124.2234,SBF_051,2022-04-06 20:30:00+00:00,284.5,0.0,0.0,2022-04-06,2022-04-04,2022,4
HSB,40.72343,-124.2234,SBF_052,2022-04-20 20:55:00+00:00,284.5,0.0,0.0,2022-04-20,2022-04-18,2022,4
HSB,40.72343,-124.2234,SBF_053,2022-05-04 21:40:00+00:00,284.5,0.0,0.0,2022-05-04,2022-05-02,2022,5
HSB,40.72343,-124.2234,SBF_054,2022-05-12 18:25:00+00:00,284.5,0.0,0.0,2022-05-12,2022-05-09,2022,5
HSB,40.72343,-124.2234,SBF_055,2022-05-26 21:15:00+00:00,284.5,0.0,0.0,2022-05-26,2022-05-23,2022,5
HSB,40.72343,-124.2234,SBF_056,2022-06-13 22:50:00+00:00,284.5,0.0,0.0,2022-06-13,2022-06-13,2022,6
HSB,40.72343,-124.2234,SBF_057,2022-06-23 17:15:00+00:00,284.5,0.0,0.0,2022-06-23,2022-06-20,2022,6
HSB,40.72343,-124.2234,SBF_058,2022-07-05 16:05:00+00:00,284.5,0.0,0.0,2022-07-05,2022-07-04,2022,7
HSB,40.72343,-124.2234,SBF_059,2022-07-18 16:30:00+00:00,284.5,0.0,0.0,2022-07-18,2022-07-18,2022,7
HSB,40.72343,-124.2234,SBF_060,2022-08-02 17:10:00+00:00,284.5,0.0,0.0,2022-08-02,2022-08-01,2022,8
HSB,40.72343,-124.2234,SBF_061,2022-08-16 16:40:00+00:00,284.5,0.0,0.0,2022-08-16,2022-08-15,2022,8
HSB,40.72343,-124.2234,SBF_062,2022-08-31 18:00:00+00:00,284.5,0.0,0.0,2022-08-31,2022-08-29,2022,8
HSB,40.72343,-124.2234,SBF_063,2022-09-15 21:30:00+00:00,284.5,0.0,0.0,2022-09-15,2022-09-12,2022,9
HSB,40.72343,-124.2234,SBF_064,2022-09-23 17:45:00+00:00,284.5,0.0026,0.0,2022-09-23,2022-09-19,2022,9
HSB,40.72343,-124.2234,SBF_065,2022-10-05 16:00:00+00:00,284.5,0.0,0.0,2022-10-05,2022-10-03,2022,10
HSB,40.72343,-124.2234,SBF_066,2022-10-20 17:35:00+00:00,284.5,0.0,0.0,2022-10-20,2022-10-17,2022,10
HSB,40.72343,-124.2234,SBF_067,2022-10-27 19:40:00+00:00,284.5,1.3492,0.0,2022-10-27,2022-10-24,2022,10
HSB,40.72343,-124.2234,SBF_068,2022-11-01 17:35:00+00:00,284.5,0.6506,0.0,2022-11-01,2022-10-31,2022,11
HSB,40.72343,-124.2234,SBF_069,2022-11-16 21:00:00+00:00,284.5,0.0,0.0,2022-11-16,2022-11-14,2022,11
HSB,40.72343,-124.2234,SBF_070,2022-11-30 16:50:00+00:00,284.5,0.1009,0.1009,2022-11-30,2022-11-28,2022,11
HSB,40.72343,-124.2234,SBF_071,2022-12-12 18:40:00+00:00,284.5,0.0,0.0,2022-12-12,2022-12-12,2022,12
HSB,40.72343,-124.2234,SBF_072,2023-01-20 16:30:00+00:00,284.5,0.0,0.0,2023-01-20,2023-01-16,2023,1
HSB,40.72343,-124.2234,SBF_073,2023-02-08 18:10:00+00:00,284.5,0.0,0.0,2023-02-08,2023-02-06,2023,2
HSB,40.72343,-124.2234,SBF_074,2023-02-22 19:15:00+00:00,284.5,0.0021,0.0,2023-02-22,2023-02-20,2023,2
HSB,40.72343,-124.2234,SBF_075,2023-03-13 19:30:00+00:00,284.5,0.0,0.0,2023-03-13,2023-03-13,2023,3
HSB,40.72343,-124.2234,SBF_077,2023-04-21 18:35:00+00:00,284.5,0.0,0.0,2023-04-21,2023-04-17,2023,4
HSB,40.72343,-124.2234,SBF_078,2023-05-05 20:00:00+00:00,284.5,0.0,0.0,2023-05-05,2023-05-01,2023,5
HSB,40.72343,-124.2234,SBF_079,2023-05-24 20:10:00+00:00,284.5,0.0,0.0,2023-05-24,2023-05-22,2023,5
HSB,40.72343,-124.2234,SBF_080,2023-06-05 18:50:00+00:00,284.5,0.0,0.0,2023-06-05,2023-06-05,2023,6
HSB,40.72343,-124.2234,SBF_081,2023-06-20 16:20:00+00:00,284.5,0.0,0.0,2023-06-20,2023-06-19,2023,6
HSB,40.72343,-124.2234,SBF_082,2023-06-27 18:15:00+00:00,284.5,0.0,0.0,2023-06-27,2023-06-26,2023,6
HSB,40.72343,-124.2234,SBF_083,2023-07-19 17:00:00+00:00,284.5,0.0,0.0,2023-07-19,2023-07-17,2023,7
HSB,40.72343,-124.2234,SBF_084,2023-08-02 19:00:00+00:00,284.5,0.0,0.0,2023-08-02,2023-07-31,2023,8
HSB,40.72343,-124.2234,SBF_085,2023-08-24 19:30:00+00:00,284.5,0.0011,0.0,2023-08-24,2023-08-21,2023,8
HSB,40.72343,-124.2234,SBF_086,2023-09-18 17:30:00+00:00,284.5,0.0066,0.0,2023-09-18,2023-09-18,2023,9
HSB,40.72343,-124.2234,SBF_087,2023-10-25 21:45:00+00:00,284.5,0.0,0.0,2023-10-25,2023-10-23,2023,10
HSB,40.72343,-124.2234,SBF_088,2023-11-01 18:00:00+00:00,284.5,0.0,0.0,2023-11-01,2023-10-30,2023,11
HSB,40.72343,-124.2234,SBF_089,2023-11-15 17:30:00+00:00,284.5,0.0,0.0,2023-11-15,2023-11-13,2023,11
HSB,40.72343,-124.2234,SBF_090,2023-11-29 18:30:00+00:00,284.5,0.0,0.0,2023-11-29,2023-11-27,2023,11
HSB,40.72343,-124.2234,SBF_091,2023-12-20 23:30:00+00:00,284.5,2.6346,0.0,2023-12-20,2023-12-18,2023,12
HSB,40.72343,-124.2234,SBF_092,2024-01-12 00:10:00+00:00,284.5,0.0,0.0,2024-01-12,2024-01-08,2024,1
HSB,40.72343,-124.2234,SBF_093,2024-01-17 21:05:00+00:00,284.5,0.0,0.0,2024-01-17,2024-01-15,2024,1
HSB,40.72343,-124.2234,SBF_094,2024-02-13 20:00:00+00:00,284.5,0.0,0.0,2024-02-13,2024-02-12,2024,2
HSB,40.72343,-124.2234,SBF_095,2024-03-01 22:30:00+00:00,284.5,0.0,0.0,2024-03-01,2024-02-26,2024,3
HSB,40.72343,-124.2234,SBF_096,2024-04-03 17:20:00+00:00,284.5,0.0,0.0,2024-04-03,2024-04-01,2024,4
HSB,40.72343,-124.2234,SBF_097,2024-05-09 17:20:00+00:00,284.5,0.0,0.0,2024-05-09,2024-05-06,2024,5
HSB,40.72343,-124.2234,SBF_098,2024-05-23 22:20:00+00:00,284.5,0.0,0.0,2024-05-23,2024-05-20,2024,5
HSB,40.72343,-124.2234,SBF_099,2024-06-05 18:15:00+00:00,284.5,2.5467,0.0,2024-06-05,2024-06-03,2024,6
HSB,40.72343,-124.2234,SBF_100,2024-06-27 18:50:00+00:00,284.5,0.0127,1.8743,2024-06-27,2024-06-24,2024,6
HSB,40.72343,-124.2234,SBF_101,2024-07-11 19:20:00+00:00,284.5,0.0124,1.0044,2024-07-11,2024-07-08,2024,7
HSB,40.72343,-124.2234,SBF_102,2024-07-26 19:00:00+00:00,284.5,0.0244,1.0611,2024-07-26,2024-07-22,2024,7
HSB,40.72343,-124.2234,SBF_103,2024-08-28 17:40:00+00:00,284.5,0.2647,2.2609,2024-08-28,2024-08-26,2024,8
