Location_Code,latitude,longitude,depth,SampleID,time,Temp,Air_Temp,Salinity,Chl_Volume_Filtered,Chl1,Chl2,Avg_Chloro,Phaeo1,Phaeo2,Avg_Phaeo,Phosphate,Silicate,Nitrite,Nitrite_Nitrate,Ammonium,Nitrate,DA_Volume_Filtered,pDA,tDA,dDA,Volume_Settled_for_Counting,Akashiwo_sanguinea,Alexandrium_spp,Dinophysis_spp,Lingulodinium_polyedra,Prorocentrum_spp,Pseudo_nitzschia_delicatissima_group,Pseudo_nitzschia_seriata_group,Ceratium_spp,Cochlodinium_spp,Gymnodinium_spp,Other_Diatoms,Other_Dinoflagellates,Total_Phytoplankton
NP,33.6061,-117.9311,NaN,NP090208,2008-09-02T15:20:00Z,22.0,NaN,NaN,100.0,1.62,2.01,1.82,1.4,0.9,1.15,0.18,2.7,0.0,0.65,2.84,0.65,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,5200.0,46797.0,0.0,NaN,NaN,NaN,NaN,NaN,51997.0
NP,33.6061,-117.9311,NaN,NP090808,2008-09-08T14:56:00Z,20.5,NaN,NaN,100.0,2.51,2.48,2.5,0.7,0.8,0.75,0.16,0.0,0.31,1.25,4.09,0.94,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,5200.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,5200.0
NP,33.6061,-117.9311,NaN,NP091608,2008-09-16T17:32:00Z,18.0,NaN,NaN,100.0,2.03,2.32,2.18,1.0,1.2,1.1,0.22,2.0,0.22,1.28,6.56,1.06,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,10399.0,36398.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,46797.0
NP,33.6061,-117.9311,NaN,NP092208,2008-09-22T15:27:00Z,21.0,NaN,NaN,100.0,1.26,1.3,1.28,0.7,0.3,0.5,0.38,1.5,0.39,1.58,3.05,1.19,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.0
NP,33.6061,-117.9311,NaN,NP092908,2008-09-29T15:28:00Z,17.0,NaN,NaN,100.0,7.56,7.26,7.41,1.1,1.3,1.2,0.36,3.8,0.0,0.69,2.91,0.69,200.0,NaN,NaN,NaN,25.0,0.0,0.0,0.0,10399.0,77995.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,88394.0
NP,33.6061,-117.9311,NaN,NP100608,2008-10-06T15:48:00Z,19.0,NaN,NaN,100.0,2.4,2.67,2.54,0.8,0.9,0.85,0.43,5.62,0.0,0.44,2.18,0.44,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.0
NP,33.6061,-117.9311,NaN,NP101308,2008-10-13T16:59:00Z,15.0,NaN,NaN,100.0,1.79,2.08,1.94,1.41,1.76,1.59,0.42,3.0,0.38,2.04,5.9,1.66,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.0
NP,33.6061,-117.9311,NaN,NP102008,2008-10-20T15:14:00Z,17.0,NaN,NaN,100.0,1.12,1.14,1.13,0.65,0.5,0.58,0.28,2.83,0.0,0.6,2.5,0.6,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,10399.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,10399.0
NP,33.6061,-117.9311,NaN,NP102708,2008-10-27T15:31:00Z,18.0,NaN,NaN,100.0,1.15,1.15,1.15,0.58,0.48,0.53,0.31,2.46,0.0,0.57,2.1,0.57,200.0,0.0,NaN,NaN,25.0,0.0,0.0,10399.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,10399.0
NP,33.6061,-117.9311,NaN,NP110308,2008-11-03T16:06:00Z,18.0,NaN,NaN,100.0,2.28,2.08,2.18,0.99,0.77,0.88,0.37,2.64,0.13,0.67,2.61,0.54,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,5200.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,5200.0
NP,33.6061,-117.9311,NaN,NP111008,2008-11-10T15:30:00Z,16.0,NaN,NaN,100.0,4.73,5.41,5.07,1.47,1.79,1.63,0.47,5.0,0.31,2.35,2.38,2.04,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0
NP,33.6061,-117.9311,NaN,NP111708,2008-11-17T15:42:00Z,17.5,NaN,NaN,100.0,0.97,0.89,0.93,0.73,0.84,0.79,0.32,3.09,0.96,9.03,5.55,8.07,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.0
NP,33.6061,-117.9311,NaN,NP112408,2008-11-24T16:28:00Z,17.5,NaN,NaN,100.0,0.98,1.13,1.06,0.66,0.64,0.65,0.27,1.16,0.31,1.16,1.89,0.85,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.0
NP,33.6061,-117.9311,NaN,NP120108,2008-12-01T16:00:00Z,17.0,NaN,NaN,100.0,3.67,3.19,3.43,1.11,1.18,1.15,0.49,3.62,0.0,1.09,2.39,1.09,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,5200.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,5200.0
NP,33.6061,-117.9311,NaN,NP120808,2008-12-08T16:05:00Z,17.0,NaN,NaN,100.0,12.25,12.17,12.21,0.23,0.05,0.14,0.29,2.7,0.32,1.32,1.66,1.0,200.0,0.0,NaN,NaN,25.0,51997.0,0.0,0.0,0.0,10399.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,62396.0
NP,33.6061,-117.9311,NaN,NP121508,2008-12-15T15:35:00Z,16.0,NaN,NaN,100.0,4.48,4.57,4.53,2.03,1.85,1.94,0.36,2.91,0.35,1.71,1.84,1.36,200.0,0.08,NaN,NaN,25.0,10399.0,0.0,0.0,0.0,0.0,20799.0,57197.0,NaN,NaN,NaN,NaN,NaN,88395.0
NP,33.6061,-117.9311,NaN,NP122208,2008-12-22T16:23:00Z,15.0,NaN,NaN,100.0,10.92,9.91,10.42,0.0,0.26,0.13,0.46,4.19,0.23,1.3,1.74,1.07,200.0,0.0,NaN,NaN,25.0,31198.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,31198.0
NP,33.6061,-117.9311,NaN,NP010709,2009-01-07T15:53:00Z,14.5,NaN,NaN,100.0,4.52,4.91,4.72,1.57,2.15,1.86,0.4,1.86,0.13,0.94,2.2,0.81,200.0,0.0,NaN,NaN,25.0,10399.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,10399.0
NP,33.6061,-117.9311,NaN,NP011209,2009-01-12T16:15:00Z,14.5,NaN,NaN,100.0,3.42,3.01,3.22,1.24,1.21,1.23,0.41,1.89,0.0,1.05,1.0,1.05,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,5200.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,5200.0
NP,33.6061,-117.9311,NaN,NP011909,2009-01-19T16:35:00Z,15.0,NaN,NaN,100.0,1.36,1.45,1.41,0.72,0.76,0.74,0.37,3.44,0.0,0.61,3.12,0.61,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,5200.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,5200.0
NP,33.6061,-117.9311,NaN,NP012609,2009-01-26T15:20:00Z,15.0,NaN,NaN,100.0,5.8,5.22,5.51,2.6,2.66,2.63,0.46,3.83,0.7,2.91,3.88,2.21,200.0,0.0,NaN,NaN,25.0,5200.0,0.0,0.0,0.0,20799.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,25999.0
NP,33.6061,-117.9311,NaN,NP020209,2009-02-02T16:00:00Z,15.0,NaN,NaN,100.0,3.26,3.26,3.26,1.94,1.71,1.83,0.39,3.37,0.16,0.48,2.92,0.32,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,46797.0,15599.0,0.0,NaN,NaN,NaN,NaN,NaN,62396.0
NP,33.6061,-117.9311,NaN,NP020909,2009-02-09T17:05:00Z,15.0,NaN,NaN,100.0,1.87,1.59,1.73,1.58,1.58,1.58,0.45,2.88,0.39,1.97,3.52,1.58,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,5200.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,5200.0
NP,33.6061,-117.9311,NaN,NP021809,2009-02-18T16:00:00Z,14.5,NaN,NaN,100.0,2.98,2.12,2.55,1.39,1.29,1.34,0.54,5.6,0.32,2.58,2.35,2.26,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,5200.0,25998.0,0.0,NaN,NaN,NaN,NaN,NaN,31198.0
NP,33.6061,-117.9311,NaN,NP022309,2009-02-23T16:35:00Z,14.5,NaN,NaN,100.0,3.54,3.62,3.58,1.21,0.57,0.89,0.51,4.69,0.28,2.15,2.48,1.87,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,20799.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,20799.0
NP,33.6061,-117.9311,NaN,NP030409,2009-03-04T16:35:00Z,14.5,NaN,NaN,100.0,5.02,6.24,5.63,2.03,1.97,2.0,0.68,6.27,0.34,4.42,4.24,4.08,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,25998.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,25998.0
NP,33.6061,-117.9311,NaN,NP031109,2009-03-11T15:10:00Z,15.0,NaN,NaN,100.0,6.11,7.68,6.9,1.51,0.71,1.11,0.39,2.55,0.14,0.74,2.12,0.6,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,72796.0,0.0,20799.0,NaN,NaN,NaN,NaN,NaN,93595.0
NP,33.6061,-117.9311,NaN,NP031709,2009-03-17T14:40:00Z,15.5,NaN,NaN,100.0,10.3,10.35,10.33,1.69,0.54,1.12,0.3,1.96,0.0,0.38,2.29,0.38,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,155991.0,10399.0,0.0,NaN,NaN,NaN,NaN,NaN,166390.0
NP,33.6061,-117.9311,NaN,NP032409,2009-03-24T15:22:00Z,13.5,NaN,NaN,100.0,6.25,5.04,5.65,3.32,2.53,2.93,0.94,11.1,0.57,9.19,5.92,8.62,200.0,0.0,NaN,NaN,25.0,0.0,5200.0,0.0,0.0,67596.0,10399.0,0.0,NaN,NaN,NaN,NaN,NaN,83195.0
NP,33.6061,-117.9311,NaN,NP040109,2009-04-01T15:00:00Z,15.0,NaN,NaN,100.0,8.81,8.33,8.57,2.3,2.46,2.38,0.36,8.52,0.0,0.81,1.82,0.81,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,150791.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,150791.0
NP,33.6061,-117.9311,NaN,NP040609,2009-04-06T15:35:00Z,15.0,NaN,NaN,100.0,1.68,1.57,1.63,1.01,0.96,0.985,0.47,5.51,0.13,1.01,4.89,0.88,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,5200.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,5200.0
NP,33.6061,-117.9311,NaN,NP041409,2009-04-14T14:45:00Z,15.5,NaN,NaN,100.0,13.28,12.23,12.76,0.99,2.18,1.59,0.3,3.42,0.0,0.59,1.83,0.59,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,62396.0,57197.0,88395.0,NaN,NaN,NaN,NaN,NaN,207988.0
NP,33.6061,-117.9311,NaN,NP042009,2009-04-20T15:02:00Z,15.0,NaN,NaN,100.0,16.53,13.08,14.81,2.22,2.06,2.14,0.3,5.36,0.0,0.61,2.52,0.61,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,239186.0,46797.0,25998.0,NaN,NaN,NaN,821551.0,51997.0,1185529.0
NP,33.6061,-117.9311,NaN,NP042709,2009-04-27T15:05:00Z,16.0,NaN,NaN,100.0,11.67,12.2,11.94,3.51,3.36,3.44,0.24,0.0,0.0,0.51,1.76,0.51,200.0,3.04,NaN,NaN,25.0,0.0,0.0,0.0,0.0,25998.0,0.0,41598.0,NaN,NaN,NaN,2085075.0,20799.0,2173469.0
NP,33.6061,-117.9311,NaN,NP050509,2009-05-05T16:15:00Z,16.5,NaN,NaN,100.0,4.15,11.15,7.65,9.55,4.93,7.24,0.23,0.0,0.0,0.91,1.58,0.91,200.0,0.25,NaN,NaN,25.0,0.0,0.0,0.0,0.0,5200.0,10399.0,51997.0,NaN,NaN,NaN,467972.0,5200.0,540768.0
NP,33.6061,-117.9311,NaN,NP051109,2009-05-11T15:28:00Z,18.0,NaN,NaN,100.0,4.28,5.34,4.81,3.33,3.18,3.26,0.17,0.0,0.0,0.62,3.29,0.62,200.0,0.06,NaN,NaN,25.0,0.0,0.0,0.0,0.0,5200.0,0.0,0.0,NaN,NaN,NaN,6780393.0,5200.0,6790792.0
NP,33.6061,-117.9311,NaN,NP051809,2009-05-18T14:53:00Z,20.0,NaN,NaN,100.0,3.97,4.76,4.37,2.48,3.37,2.93,0.17,0.0,0.0,0.61,1.46,0.61,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,20799.0,0.0,0.0,NaN,NaN,NaN,488771.0,5200.0,514769.0
NP,33.6061,-117.9311,NaN,NP052809,2009-05-28T14:45:00Z,NaN,NaN,NaN,100.0,5.55,6.37,5.96,0.96,1.27,1.12,0.44,3.91,0.11,0.92,2.96,0.82,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,15599.0,0.0,0.0,NaN,NaN,NaN,10399.0,15599.0,41597.0
NP,33.6061,-117.9311,NaN,NP060209,2009-06-02T15:20:00Z,17.0,NaN,NaN,100.0,3.99,4.36,4.18,1.17,1.15,1.16,0.42,6.08,0.17,2.03,2.01,1.86,200.0,0.04,NaN,NaN,25.0,0.0,0.0,0.0,0.0,46797.0,10399.0,0.0,NaN,NaN,NaN,20799.0,10399.0,88394.0
NP,33.6061,-117.9311,NaN,NP060809,2009-06-08T15:44:00Z,16.5,NaN,NaN,100.0,4.02,4.52,4.27,1.48,1.31,1.4,0.35,5.43,0.12,3.24,2.58,3.12,200.0,0.08,NaN,NaN,25.0,0.0,0.0,0.0,0.0,15599.0,41598.0,62396.0,NaN,NaN,NaN,109193.0,0.0,228786.0
NP,33.6061,-117.9311,NaN,NP061509,2009-06-15T15:38:00Z,17.0,NaN,NaN,100.0,1.97,2.48,2.23,1.24,1.17,1.21,0.39,4.36,0.22,1.4,1.56,1.18,200.0,0.04,NaN,NaN,25.0,0.0,0.0,0.0,5200.0,0.0,20799.0,0.0,NaN,NaN,NaN,25998.0,5200.0,57197.0
NP,33.6061,-117.9311,NaN,NP062209,2009-06-22T15:21:00Z,19.5,NaN,NaN,100.0,2.4,2.33,2.37,1.26,1.21,1.24,0.39,4.88,0.0,0.63,1.79,0.63,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,0.0,20799.0,0.0,NaN,NaN,NaN,15599.0,0.0,36398.0
NP,33.6061,-117.9311,NaN,NP062909,2009-06-29T14:50:00Z,17.5,NaN,NaN,100.0,15.78,14.17,14.98,-4.02,-3.03,-3.53,0.5,6.11,0.13,1.07,1.72,0.94,200.0,0.0,NaN,NaN,25.0,0.0,0.0,5200.0,10399.0,31198.0,10399.0,0.0,NaN,NaN,NaN,10399.0,31198.0,98794.0
NP,33.6061,-117.9311,NaN,NP070609,2009-07-06T14:56:00Z,16.0,NaN,NaN,100.0,4.39,4.24,4.32,1.0,1.17,1.09,0.46,7.55,0.0,1.1,1.42,1.1,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,5200.0,20799.0,0.0,NaN,NaN,NaN,10399.0,5200.0,41598.0
NP,33.6061,-117.9311,NaN,NP071309,2009-07-13T15:00:00Z,21.0,NaN,NaN,100.0,2.18,2.43,2.31,0.83,0.76,0.8,0.31,1.01,0.15,0.99,2.34,0.84,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,0.0,15599.0,0.0,NaN,NaN,NaN,41598.0,0.0,57197.0
NP,33.6061,-117.9311,NaN,NP072009,2009-07-20T16:20:00Z,21.0,NaN,NaN,100.0,1.96,2.11,2.04,0.88,0.73,0.81,0.25,0.0,0.15,0.69,1.73,0.54,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,20799.0,20799.0,0.0,NaN,NaN,NaN,270384.0,5200.0,317181.0
NP,33.6061,-117.9311,NaN,NP072709,2009-07-27T15:10:00Z,23.0,NaN,NaN,100.0,1.52,1.87,1.7,0.68,0.82,0.75,0.22,0.0,0.13,0.58,1.08,0.45,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,5200.0,0.0,0.0,NaN,NaN,NaN,15599.0,5200.0,25999.0
NP,33.6061,-117.9311,NaN,NP080309,2009-08-03T16:02:00Z,22.0,NaN,NaN,100.0,1.75,2.01,1.88,1.11,1.11,1.11,0.39,2.83,0.27,3.39,2.39,3.12,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,10399.0,0.0,0.0,NaN,NaN,NaN,0.0,10399.0,20798.0
NP,33.6061,-117.9311,NaN,NP081109,2009-08-11T15:15:00Z,19.5,NaN,NaN,100.0,2.88,3.26,3.07,0.69,0.21,0.45,0.3,1.41,0.15,0.82,1.89,0.67,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,5200.0,5200.0,0.0,0.0,NaN,NaN,NaN,5200.0,0.0,15600.0
NP,33.6061,-117.9311,NaN,NP081709,2009-08-17T15:15:00Z,21.5,NaN,NaN,100.0,1.57,1.73,1.65,0.38,0.55,0.47,0.24,1.03,0.0,0.29,0.47,0.29,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,10399.0,5200.0,0.0,0.0,NaN,NaN,NaN,0.0,5200.0,20799.0
NP,33.6061,-117.9311,NaN,NP082509,2009-08-25T16:20:00Z,20.0,NaN,NaN,100.0,1.89,1.84,1.87,0.91,0.92,0.92,0.28,1.27,0.28,1.26,2.18,0.98,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,0.0,10399.0,10399.0
NP,33.6061,-117.9311,NaN,NP090209,2009-09-02T15:05:00Z,23.0,NaN,NaN,100.0,1.24,1.21,1.23,0.49,0.53,0.51,0.25,1.96,0.11,0.61,1.26,0.5,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0
NP,33.6061,-117.9311,NaN,NP090909,2009-09-09T16:40:00Z,24.0,NaN,NaN,100.0,1.66,1.51,1.59,0.61,0.49,0.55,0.22,1.05,0.0,0.57,1.55,0.57,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,5200.0,0.0,0.0,NaN,NaN,NaN,20799.0,10399.0,36398.0
NP,33.6061,-117.9311,NaN,NP091409,2009-09-14T15:25:00Z,22.0,NaN,NaN,100.0,1.24,1.1,1.17,0.63,0.58,0.61,0.24,0.0,0.0,0.62,1.17,0.62,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,0.0,5200.0,0.0,0.0,NaN,NaN,NaN,0.0,0.0,5200.0
NP,33.6061,-117.9311,NaN,NP092209,2009-09-22T15:30:00Z,21.0,NaN,NaN,100.0,1.8,0.46,1.13,1.48,2.88,2.18,0.33,1.62,0.1,0.56,1.43,0.46,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,31198.0,15599.0,20799.0,0.0,NaN,NaN,NaN,0.0,5200.0,72796.0
NP,33.6061,-117.9311,NaN,NP092809,2009-09-28T15:20:00Z,21.0,NaN,NaN,100.0,2.79,2.56,2.68,0.59,0.77,0.68,0.27,1.27,0.0,0.57,1.51,0.57,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,72796.0,10399.0,0.0,0.0,NaN,NaN,NaN,0.0,10399.0,93594.0
NP,33.6061,-117.9311,NaN,NP100509,2009-10-05T14:50:00Z,19.5,NaN,NaN,100.0,3.27,3.5,3.39,1.16,1.12,1.14,0.4,2.4,0.0,0.57,1.63,0.57,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,114393.0,0.0,0.0,0.0,NaN,NaN,NaN,0.0,0.0,114393.0
NP,33.6061,-117.9311,NaN,NP101309,2009-10-13T15:20:00Z,19.0,NaN,NaN,100.0,1.97,1.94,1.96,0.88,0.84,0.86,0.39,3.29,0.0,0.59,1.9,0.59,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,31198.0,10399.0,0.0,0.0,NaN,NaN,NaN,72796.0,0.0,114393.0
NP,33.6061,-117.9311,NaN,NP101909,2009-10-19T15:25:00Z,21.0,NaN,NaN,100.0,3.65,3.5,3.58,1.08,1.17,1.13,0.29,2.35,0.0,0.28,1.42,0.28,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,41598.0,10399.0,15599.0,20799.0,NaN,NaN,NaN,46797.0,15599.0,150791.0
NP,33.6061,-117.9311,NaN,NP102709,2009-10-27T15:10:00Z,20.0,NaN,NaN,100.0,0.85,0.65,0.75,0.43,0.43,0.43,0.33,1.2,0.16,0.85,2.02,0.69,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,5200.0,0.0,0.0,0.0,NaN,NaN,NaN,41598.0,10399.0,57197.0
NP,33.6061,-117.9311,NaN,NP110309,2009-11-03T16:16:00Z,16.0,NaN,NaN,100.0,5.83,5.58,5.71,-0.49,0.61,0.06,0.39,3.27,0.14,0.5,1.53,0.36,200.0,0.0,NaN,NaN,25.0,5200.0,0.0,0.0,114393.0,0.0,0.0,0.0,NaN,NaN,NaN,0.0,25998.0,145591.0
NP,33.6061,-117.9311,NaN,NP111009,2009-11-10T16:10:00Z,17.0,NaN,NaN,100.0,1.45,1.26,1.36,1.28,1.4,1.34,1.82,2.99,0.0,0.71,2.21,0.71,200.0,0.0,NaN,NaN,25.0,5200.0,0.0,0.0,5200.0,0.0,0.0,0.0,NaN,NaN,NaN,10399.0,25998.0,46798.0
NP,33.6061,-117.9311,NaN,NP111809,2009-11-18T16:05:00Z,17.0,NaN,NaN,200.0,1.55,NaN,1.55,0.45,NaN,0.45,0.28,8.96,0.11,0.59,1.65,0.48,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,15599.0,0.0,0.0,0.0,NaN,NaN,NaN,10399.0,10399.0,36398.0
NP,33.6061,-117.9311,NaN,NP112409,2009-11-24T16:08:00Z,17.5,NaN,NaN,100.0,6.28,6.41,6.35,0.33,0.81,0.57,0.24,2.72,0.27,0.92,2.33,0.65,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,62396.0,0.0,0.0,0.0,NaN,NaN,NaN,0.0,25998.0,88394.0
NP,33.6061,-117.9311,NaN,NP113009,2009-11-30T16:20:00Z,16.0,NaN,NaN,100.0,4.76,5.21,4.99,0.85,0.83,0.84,0.32,4.26,0.11,0.62,2.12,0.51,200.0,0.0,NaN,NaN,25.0,0.0,0.0,0.0,10399.0,0.0,0.0,0.0,NaN,NaN,NaN,62396.0,98794.0,171589.0
